id,x,y,deg
001_0,s-48.19608619421424578,s58.77098461521422479,s45.00000000000000000
002_0,s-1.83782250619945761,s-2.20226660589466704,s23.62937773065679181
002_1,s-1.52962836695672952,s-1.67934809128423786,s203.62937773065684155
003_0,s0.27729427371293919,s-0.23940288042130786,s110.37405855568550805
003_1,s0.35782322969692743,s0.25067144032077959,s66.37062225805939875
003_2,s-0.23451641485303351,s0.15512985254325667,s155.13394055648120684
004_0,s-0.32474778959087630,s0.13210997809118430,s156.37062214563638918
004_1,s0.31535434624113445,s0.13210997806647504,s156.37062226926408925
004_2,s0.32474778959087658,s-0.73210997806647471,s336.37062226926406083
004_3,s-0.31535434813632124,s-0.73210997809118594,s336.37062214563644602
005_0,s-0.46064856256540559,s0.11104546367120070,s293.62937773065681313
005_1,s-0.44898000602539201,s-0.79869906172190352,s23.62937773132007635
005_2,s0.46058970651037245,s-0.68880620762880151,s112.57350735837965772
005_3,s0.06440841304707239,s-0.47172931775961774,s66.35879840712036071
005_4,s0.24252273349288422,s0.09400540527325595,s212.64401463633222988
006_0,s-0.50433637769864403,s0.10003136987831583,s293.62937773065692681
006_1,s-0.11136787661481376,s-0.37943728842878632,s338.87232686970412487
006_2,s0.50433637767041883,s-0.68215144772301750,s338.87232686339638121
006_3,s-0.39697419001479267,s-0.74854494445485642,s23.62937773065668523
006_4,s-0.03735033547908395,s-0.80709697382976031,s246.37062226934341425
006_5,s0.50433637767003847,s0.20709697385699549,s158.87232686356921363
007_0,s-0.11026030033846794,s-0.50101182687994650,s114.80259762675132151
007_1,s-0.51581200188688403,s-0.24746745871112494,s23.62937773406042652
007_2,s0.46313366881678225,s0.48831295259398177,s64.20915828626300481
007_3,s-0.51303843791480053,s0.62308982092422649,s203.62937773407520581
007_4,s0.18990105386392903,s-0.36556364948298881,s233.92785602078697593
007_5,s0.12004537683032494,s-0.02018705663701090,s24.73311102673170581
007_6,s0.51586698121690289,s0.13618193877336413,s203.62937764774699190
008_0,s-0.24956221975123863,s-0.41109156939177394,s51.76673781765050819
008_1,s0.66466754289041974,s-0.85730535429617960,s113.62937778578945824
008_2,s-0.66466754286029128,s0.25730535537051386,s293.62937773063760005
008_3,s0.55730535519554814,s0.32683689340179994,s203.62937773065695524
008_4,s0.24956221984078525,s-0.18890842992025864,s231.76673780277826609
008_5,s-0.20658887534307155,s-0.85526210149168680,s293.62937778578947245
008_6,s0.20658887514113849,s0.25526210148701151,s113.62937773063761426
008_7,s-0.55730535517644575,s-0.92683689330982377,s23.62937773065675273
009_0,s1.62823734402989051,s-0.47104524158872402,s336.37171613538282600
009_1,s1.18640582975389131,s-0.01106480746147145,s289.38103057839521171
009_2,s0.32142273022934253,s0.77752810912906700,s299.53530391008109746
009_3,s1.61380948975466354,s0.44589827811379878,s335.23741014364111379
009_4,s0.75646541351254515,s0.59037240888272158,s246.21805514048094210
009_5,s1.13939747489615439,s0.84393213144165335,s290.23808772130087164
009_6,s0.41285562278600191,s-0.47106429678446549,s23.62937042390461784
009_7,s0.79221541485831981,s-0.27768074575278484,s240.77043951653695331
009_8,s0.72192921244209329,s0.03372809380322393,s51.92096905108854799
010_0,s0.16229371471391529,s0.39454295415572566,s290.15041779841425296
010_1,s0.61943753828394743,s-1.00399863759323038,s338.60591097376163816
010_2,s-0.64011045231208386,s-0.08968514749034409,s21.40063236309487493
010_3,s0.20679622983921334,s-0.53233580714828432,s292.60822785370453403
010_4,s-0.22819864041850108,s-0.53642345047369611,s70.42163311241701251
010_5,s-0.67472039390942651,s-0.98841606067314935,s23.62938929955007694
010_6,s-0.26258852717768250,s0.40214786762670340,s66.34583575338790240
010_7,s0.62328320827963057,s-0.03167568239451651,s336.26254329788355335
010_8,s0.12787543745902141,s-0.87242425775250232,s115.55894841437321929
010_9,s-0.19143248161883411,s0.06611202327428750,s246.34591013398923565
011_0,s-0.68036730701172743,s0.26671472414688058,s24.02207648366418624
011_1,s0.81135701304978480,s0.66470956046172724,s71.91876367906515100
011_2,s0.66107093964069874,s0.24863531590651455,s207.03975875430035103
011_3,s0.32427212008004674,s0.30548555227767232,s30.12584213034662284
011_4,s0.81146588987107926,s-0.71265863333822388,s113.63381143244768623
011_5,s0.14751966447768600,s-0.08102495296952893,s249.17011314852672399
011_6,s-0.04407892816044045,s-0.69426797731507217,s293.63381144319220084
011_7,s-0.26856248669684102,s-0.22335012129013812,s354.04113552816329502
011_8,s-0.68538312667594314,s-0.15695366210463582,s156.37062228021170540
011_9,s-0.30567332425028493,s-0.64673227791458365,s118.90100058242721559
011_10,s-0.20089364736220258,s0.65853906875336565,s69.03417052494066297
012_0,s-0.74568509197728661,s-0.02661940332679777,s333.01409700751452192
012_1,s-0.69455945004178421,s0.84509509623192436,s153.01409700794687296
012_2,s-0.11344184573369709,s0.84383713890011225,s161.06658925634479829
012_3,s0.02655620601060774,s-0.74286985411791706,s295.97623184348060477
012_4,s0.66382722321435039,s-0.09726181298525180,s114.39142924053994932
012_5,s0.33861392966207216,s0.70593157797638995,s296.05763262243328882
012_6,s-0.34275794331664566,s-0.28192364546325654,s296.90144648672981020
012_7,s0.72766103922170589,s0.22915191919316072,s340.35851303999561424
012_8,s0.73664098075994300,s-0.84422804892999248,s336.37062226934392584
012_9,s-0.21893869691878073,s-0.69562313317583424,s115.97623184087775883
012_10,s-0.72330844272305728,s-0.33070259299693761,s155.30202131683614653
012_11,s0.27883378270359677,s0.37042610468811626,s116.90144648673141603
013_0,s0.31453570789094365,s-0.75756196179405899,s250.34898593103832809
013_1,s-0.77019325126195881,s0.30018062894070119,s154.35149923979093955
013_2,s0.87035833198490642,s0.74790262157370258,s114.67136931037111935
013_3,s-0.11611924142268920,s-0.76652232948511723,s113.62937828192505663
013_4,s-0.08723696397244167,s0.16348047834054602,s285.88807956666749988
013_5,s0.86992553261703454,s0.18294960475802191,s108.65194054772926791
013_6,s-0.90317956629920837,s-0.67652902319883079,s293.62937828159641640
013_7,s-0.43088036288940063,s0.37653943648543797,s336.93693404486401732
013_8,s-0.90288254423413206,s0.78620366217521565,s291.11576121547312823
013_9,s0.04044243411322177,s0.77877229414110993,s294.67136931322522742
013_10,s-0.04351911566487621,s-0.42763562698703034,s295.50309254512393409
013_11,s-0.23926517697591104,s-0.04805720748140872,s109.31984618743307180
013_12,s0.76275261723487553,s-0.30847341189179778,s203.62937773065578995
014_0,s-0.81661786837392392,s0.40520796415942034,s156.37062226934344267
014_1,s-0.87872690173931767,s-1.08002810706889152,s243.47297454409644502
014_2,s0.23948619686304087,s-1.07937579317164700,s243.42190902704015798
