id,x,y,deg
001_0,s43.22501414429861910,s-31.79046959460281840,s45.00000000000000000
002_0,s0.15409706962136427,s-0.03854074269478554,s203.62937773065684155
002_1,s-0.15409706962136380,s-0.56145925730521473,s23.62937773065679181
003_0,s0.27374933307294519,s-0.23953743828977556,s109.83729200820840788
003_1,s0.35781215227988050,s0.25050179913382109,s66.37062225800323745
003_2,s-0.23452749227011901,s0.15496021135685392,s155.13394055647393088
004_0,s-0.32474778959087558,s0.13210997809118560,s156.37062214563638918
004_1,s0.31535434624113418,s0.13210997806647570,s156.37062226926408925
004_2,s0.32474778959087558,s-0.73210997806647526,s336.37062226926400399
004_3,s-0.31535434813632168,s-0.73210997809118572,s336.37062214563644602
005_0,s-0.46061913462487863,s0.11101664971250541,s293.62937773065686997
005_1,s-0.44895057808465239,s-0.79872787568062009,s23.62937773133992536
005_2,s0.46061913445087210,s-0.68883502158744792,s112.57350735835009914
005_3,s0.06443784098767442,s-0.47175813171822312,s66.35879840713354838
005_4,s0.24255002522427516,s0.09397479361603643,s212.64419636653673251
006_0,s-0.50433637769864781,s0.10003136987831769,s293.62937773065686997
006_1,s-0.11136787661481015,s-0.37943728842878638,s338.87232686970207851
006_2,s0.50433637767041528,s-0.68215144772302105,s338.87232686339524435
006_3,s-0.39697419001479844,s-0.74854494445485320,s23.62937773065680602
006_4,s-0.03735033547909426,s-0.80709697382975876,s246.37062226934324372
006_5,s0.50433637767003558,s0.20709697385699904,s158.87232686356932732
007_0,s0.40552982229512352,s-0.37059056853258249,s37.55982121645656235
007_1,s-0.62343152301035287,s-0.81566614251260405,s252.83010564293286393
007_2,s0.62343152308834371,s0.18742974931823797,s65.19650184002493631
007_3,s0.51578989227218763,s-0.91114838153276034,s336.37062226934347109
007_4,s-0.36770719930742035,s0.31114838103331788,s207.81661725939312646
007_5,s-0.12530084246005505,s-0.48312510475599235,s213.52151563502329168
007_6,s-0.46334416179475058,s-0.42804069301813502,s27.81661725939249763
008_0,s-0.24956221975123621,s-0.41109156939177466,s51.76673781765091320
008_1,s0.66466754289042074,s-0.85730535429617949,s113.62937778578991299
008_2,s-0.66466754286029217,s0.25730535537051069,s293.62937773063794111
008_3,s0.55730535519554958,s0.32683689340179739,s203.62937773065684155
008_4,s0.24956221984078464,s-0.18890842992025891,s231.76673780277891979
008_5,s-0.20658887534306691,s-0.85526210149168802,s293.62937778578987036
008_6,s0.20658887514113652,s0.25526210148701278,s113.62937773063792690
008_7,s-0.55730535517643542,s-0.92683689330984809,s23.62937773065661062
009_0,s-0.12414286613091545,s0.60631033831243675,s67.96822868885203661
009_1,s0.69320951351019999,s0.51926502244274120,s59.04540482227900355
009_2,s-0.40592615835817503,s-0.30829040519244472,s-22.03068181420146132
009_3,s0.71851810653218107,s-0.61170918713071920,s62.89576512551303722
009_4,s0.71713076873094272,s0.02975959707903707,s110.12208367124077313
009_5,s-0.59799972605071083,s0.19162239923180535,s23.57823480502016622
009_6,s-0.61043893921233883,s-0.71777392864600242,s23.62937773065494795
009_7,s-0.14648400297936484,s-0.56657824499120002,s-117.10423487471830128
009_8,s0.17527037848761140,s0.40424126193205778,s157.96931818623460231
010_0,s0.18801237562748679,s0.39546833941286963,s290.15041780508829561
010_1,s0.64515619925626178,s-1.00307325235368450,s338.60591097458473087
010_2,s-0.61439179122631427,s-0.08875976244587067,s21.40063235714084300
010_3,s0.23251489085102781,s-0.53141042189372267,s292.60822786071776136
010_4,s-0.20247997948958305,s-0.53549806563152202,s70.42163308461435633
010_5,s-0.64900173321080690,s-0.98749067548969049,s23.62938927830352043
010_6,s-0.23686986620954378,s0.40307325286411055,s66.34583575294725222
010_7,s0.64900186929324377,s-0.03075029697584023,s336.26254330099123990
010_8,s0.15359409850984859,s-0.87149887243374347,s115.55894839837669963
010_9,s-0.16571382058689535,s0.06703740835267015,s246.34591015391356450
011_0,s-0.68036730700975867,s0.26671472414423819,s24.02207648380476357
011_1,s0.81135701300082741,s0.66470956087527988,s71.91876355127068621
011_2,s0.66107093963933106,s0.24863531591008733,s207.03975875442981192
011_3,s0.32427212007777678,s0.30548555228003194,s30.12584213045191817
011_4,s0.81146588987131696,s-0.71265863333794754,s113.63381143243461224
011_5,s0.14751966447950254,s-0.08102495296683070,s249.17011314846993741
011_6,s-0.04407892816130744,s-0.69426797731503032,s293.63381144339450657
011_7,s-0.26856248669659694,s-0.22335012129086548,s354.04113552811173804
011_8,s-0.68538312667566326,s-0.15695366210574760,s156.37062228070942638
011_9,s-0.30567332425005916,s-0.64673227791466559,s118.90100058225101520
011_10,s-0.20089364736266471,s0.65853906875266777,s69.03417052545819388
012_0,s-0.74568509197728494,s-0.02661940332675806,s333.01409700751577248
012_1,s-0.69455945004178266,s0.84509509623196355,s153.01409700794681612
012_2,s-0.11344184573405694,s0.84383713890016021,s161.06658925644677538
012_3,s0.02655620601055623,s-0.74286985411792039,s295.97623184346991820
012_4,s0.66382722321364029,s-0.09726181298557754,s114.39142924068025309
012_5,s0.33861392966301762,s0.70593157797716355,s296.05763262238315292
012_6,s-0.34275794331654574,s-0.28192364546308751,s296.90144648679165584
012_7,s0.72766103922236658,s0.22915191919369213,s340.35851303996338402
012_8,s0.73664098075996487,s-0.84422804892997461,s336.37062226934358478
012_9,s-0.21893869691877652,s-0.69562313317583624,s115.97623184088472215
012_10,s-0.72330844272306982,s-0.33070259299693266,s155.30202131683708444
012_11,s0.27883378270419451,s0.37042610468855963,s116.90144648679333272
013_0,s0.32074714201547277,s-0.76988874879462887,s250.31034309107303670
013_1,s-0.76321035945628990,s0.28752378091793646,s154.35808109614779937
013_2,s-0.03636512583576569,s-0.43904934379806598,s295.35972200566612855
013_3,s-0.23322253885785391,s-0.05981944480725648,s109.45322494145094083
013_4,s0.76985944899638470,s-0.32233931502986241,s203.62937773065644365
013_5,s0.87746326427596433,s0.73609293125387332,s114.66426336556396848
013_6,s-0.10828919016104607,s-0.77729506550265759,s113.74470402263494861
013_7,s-0.08055164777216491,s0.15234388691304920,s285.72397104320691597
013_8,s0.87704196986848548,s0.16969956170626146,s108.57591322384220689
013_9,s-0.89613731030703725,s-0.68952408141052424,s293.74470402263693813
013_10,s-0.42380929892118485,s0.36416533189234906,s336.98667357698792557
013_11,s-0.89581802590370274,s0.77406915267130161,s291.14833058730971516
013_12,s0.04717329039216841,s0.76665622093513341,s294.66426336560687105
014_0,s-0.81661786837392503,s0.40520796415941851,s156.37062226934409637
014_1,s-0.87872690173932433,s-1.08002810706888552,s243.47297454409604711
014_2,s-0.92371580658758445,s-0.60706337195629656,s289.40683432868848968
014_3,s-0.33686415953048082,s0.01256978554350292,s111.13089237024011879
014_4,s0.07240988168525390,s-0.50058077469212570,s109.65805277777006665
014_5,s-0.00663090158530221,s-1.12417068920293040,s63.47297443746361978
014_6,s-0.23978380978647676,s0.47944216717577914,s63.43354204366055171
014_7,s0.87826842762825075,s0.47950716270224175,s63.43874635142577034
014_8,s0.92371580662118780,s0.00649838596192117,s109.53065954767771473
014_9,s0.00619898265646786,s0.52417068920110210,s243.43874635111984617
014_10,s0.23948619686303432,s-1.07937579317164811,s243.42190902704086852
014_11,s-0.07059891441494406,s-0.10036194993045786,s289.68696897692507264
014_12,s0.81662662603850489,s-1.00538771099574076,s336.37062210981332555
014_13,s0.33675614452313513,s-0.61286132001221438,s291.13089217986862423
015_0,s-0.37966001222367940,s-0.30886413519691036,s201.66330669092508288
015_1,s-0.80609287895203541,s0.47612667121372487,s151.40805768528872477
015_2,s-0.30136644437619403,s0.14578376233772261,s110.21863848159047450
