id,x,y,deg
001_0,s40.618668797399912762,s-32.009591996599198183,s45.000000000000000000
002_0,s0.154097069621364463,s-0.038540742694784656,s203.629377730656841550
002_1,s-0.154097069621363575,s-0.561459257305214732,s23.629377730656791812
003_0,s0.270854916255722722,s-0.197860456919312450,s112.851743362028656747
003_1,s0.357812152279879780,s0.250501799133822145,s66.370622258003237448
003_2,s-0.234527492270118987,s0.154960211356853977,s155.133940556473930883
004_0,s-0.324747789590875580,s0.132109978091185604,s156.370622145636389178
004_1,s0.315354346241134065,s0.132109978066475980,s156.370622269264089255
004_2,s0.324747789590874913,s-0.732109978066475486,s336.370622269264003990
004_3,s-0.315354348136321683,s-0.732109978091185720,s336.370622145636446021
005_0,s-0.460619134624878634,s0.111016649712505411,s293.629377730656869971
005_1,s-0.448950578084653940,s-0.798727875680619204,s23.629377731339925361
005_2,s0.460619134450870604,s-0.688835021587448915,s112.573507358349615970
005_3,s0.064437840987674425,s-0.471758131718223117,s66.358798407133548380
005_4,s0.257218235057934730,s0.105221876826927893,s211.029806075872528481
006_0,s-0.504336377698647809,s0.100031369878317691,s293.629377730654880452
006_1,s-0.111367876614808653,s-0.379437288428786823,s338.872326869701907981
006_2,s0.504336377670415281,s-0.682151447723021054,s338.872326863397006491
006_3,s-0.396974190014798445,s-0.748544944454853201,s23.629377730656806023
006_4,s-0.037350335479090717,s-0.807096973829758868,s246.370622269343243715
006_5,s0.504336377670034697,s0.207096973857001321,s158.872326863569668376
007_0,s0.405529822295128572,s-0.370590568532576936,s37.559821216454373882
007_1,s-0.623431523008732169,s-0.815666142517272430,s252.830105641409801365
007_2,s0.623431523088349149,s0.187429749318219929,s65.196501840023387331
007_3,s0.515789892272187633,s-0.911148381532760343,s336.370622269343471089
007_4,s-0.367707199307419463,s0.311148381033318933,s207.816617259393126460
007_5,s-0.125300842460055045,s-0.483125104755992352,s213.521515635023291679
007_6,s-0.463344161794752241,s-0.428040693018133189,s27.816617259392469208
008_0,s-0.249562219751236214,s-0.411091569391774658,s51.766737817650913200
008_1,s0.664667542890420737,s-0.857305354296179489,s113.629377785789912991
008_2,s-0.664667542860292060,s0.257305355370510913,s293.629377730637941113
008_3,s0.557305355195549579,s0.326836893401797390,s203.629377730656841550
008_4,s0.249562219840786970,s-0.188908429920255805,s231.766737802778919786
008_5,s-0.206588875343066913,s-0.855262101491688020,s293.629377785789870359
008_6,s0.206588875141136524,s0.255262101487012782,s113.629377730637926902
008_7,s-0.557305355176435868,s-0.926836893309847865,s23.629377730656610623
009_0,s1.521884311302041271,s0.217156790396807325,s-25.136506537531623451
