id,x,y,deg
001_0,s43.225014144298619101,s-31.790469594602818404,s45.000000000000000000
002_0,s0.154097069621364186,s-0.038540742694785829,s203.629377730656841550
002_1,s-0.154097069621364907,s-0.561459257305214399,s23.629377730656791812
003_0,s0.260583252860777215,s-0.221545790274685961,s112.790941641539689044
003_1,s0.358380471725558536,s0.259333073818025395,s66.370622257992479831
003_2,s-0.233959172824462547,s0.163791486041171191,s155.133940556473589822
004_0,s-0.324747789590875580,s0.132109978091185604,s156.370622145636389178
004_1,s0.315354346241134176,s0.132109978066475703,s156.370622269264089255
004_2,s0.324747789590877023,s-0.732109978066474598,s336.370622269263947146
004_3,s-0.315354348136321683,s-0.732109978091185720,s336.370622145636446021
005_0,s-0.460619134624881910,s0.111016649712494239,s293.629377730656813128
005_1,s-0.448950578084622076,s-0.798727875680635857,s23.629377731343101487
005_2,s0.460619134450864109,s-0.688835021587454577,s112.573507358346432738
005_3,s0.064437840987679032,s-0.471758131718222617,s66.358798407135253683
005_4,s0.244316134118731820,s0.095157937610252527,s212.299271844014015187
006_0,s-0.504336377698648586,s0.100031369878320966,s293.629377730656756285
006_1,s-0.111367876614819464,s-0.379437288428783936,s338.872326869702931162
006_2,s0.504336377670420166,s-0.682151447723016724,s338.872326863394448537
006_3,s-0.396974190014798223,s-0.748544944454853534,s23.629377730657001422
006_4,s-0.037350335479088052,s-0.807096973829758535,s246.370622269343783728
006_5,s0.504336377670036584,s0.207096973856997546,s158.872326863568645194
007_0,s0.405529822295350506,s-0.370590568532803144,s37.559821216693279666
007_1,s-0.623431523010257171,s-0.815666142515140913,s252.830105640350438989
007_2,s0.623431523088373463,s0.187429749318216432,s65.196501840027337948
007_3,s0.515789892272146555,s-0.911148381532799645,s336.370622269343357402
007_4,s-0.367707199307459653,s0.311148381033272470,s207.816617259400175044
007_5,s-0.125300842460052186,s-0.483125104755993962,s213.521515635014793588
007_6,s-0.463344161794714826,s-0.428040693018173435,s27.816617259400338469
008_0,s-0.249562219751236214,s-0.411091569391774658,s51.766737817650913200
008_1,s0.664667542890420737,s-0.857305354296179489,s113.629377785789912991
008_2,s-0.664667542860292171,s0.257305355370510691,s293.629377730637941113
008_3,s0.557305355195549579,s0.326836893401797390,s203.629377730656841550
008_4,s0.249562219840784638,s-0.188908429920258913,s231.766737802778919786
008_5,s-0.206588875343066913,s-0.855262101491688020,s293.629377785789870359
008_6,s0.206588875141136524,s0.255262101487012782,s113.629377730637926902
008_7,s-0.557305355176435424,s-0.926836893309848087,s23.629377730656610623
009_0,s-0.124089675427775506,s0.606407765397236842,s67.961227295885052513
009_1,s0.693285728182785443,s0.519318693095807582,s59.043090578705637483
009_2,s-0.405855277932790359,s-0.308179780913267309,s-22.026017052972509447
009_3,s0.718592883119499315,s-0.611661993421147465,s62.895189482559658245
009_4,s0.717205284718344993,s0.029820971401028403,s110.122645804498930033
009_5,s-0.604730971863384204,s0.186276776353939633,s23.257448222829253837
009_6,s-0.610369975798711883,s-0.717698115800461944,s23.629377733338458256
009_7,s-0.146431720983501767,s-0.566495277652399154,s-117.104810517688477489
009_8,s0.175312461002642389,s0.404330288778955882,s157.973982947017987044
010_0,s0.184459430844115591,s0.395340500620551261,s290.150417806420705347
010_1,s0.641603254484207630,s-1.003201091149276136,s338.605910974855135009
010_2,s-0.617944735977158266,s-0.088887601279019374,s21.400632355904427584
010_3,s0.228961946086933932,s-0.531538260686685415,s292.608227862085072957
010_4,s-0.206032924268001266,s-0.535625904499688499,s70.421633079778104047
010_5,s-0.652554678035815239,s-0.987618514300072303,s23.629389274160867984
010_6,s-0.240422810981922142,s0.402945414068313357,s66.345835752886358705
010_7,s0.645448924529548829,s-0.030878135736569581,s336.262543301593325396
010_8,s0.150041153753455087,s-0.871626711214661953,s115.558948395436658529
010_9,s-0.169266765347079823,s0.066909569525363630,s246.345910157798840601
011_0,s-0.680367306605542344,s0.266714723935675913,s24.022076517076207836
011_1,s0.811357012976954839,s0.664709561181493380,s71.918763633950518965
011_10,s-0.200893647102309197,s0.658539068565369146,s69.034170571784159165
011_2,s0.661070939889027653,s0.248635315977250387,s207.039758736032126762
011_3,s0.324272120052250645,s0.305485552328177035,s30.125842130064434343
011_4,s0.811465889892189596,s-0.712658633332809432,s113.633811432200047875
011_5,s0.147519664667696115,s-0.081024952855180216,s249.170113135518988656
011_6,s-0.044078928128064333,s-0.694267977294725447,s293.633811442805608749
011_7,s-0.268562486652903165,s-0.223350121393946305,s354.041135518315002173
011_8,s-0.685383126725342851,s-0.156953662089915486,s156.370622269348700684
011_9,s-0.305673324221807596,s-0.646732277894978336,s118.901000583285551215
012_0,s-0.745685091977284498,s-0.026619403326743639,s333.014097007510258663
012_1,s-0.694559450041760229,s0.845095096231980647,s153.014097007944798179
012_10,s-0.723308442723074707,s-0.330702592996920008,s155.302021316837567610
012_11,s0.278833782706621791,s0.370426104690815272,s116.901446487130371565
012_2,s-0.113441845735426566,s0.843837138900159212,s161.066589256872617852
012_3,s0.026556206010537532,s-0.742869854117921613,s295.976231843466905502
012_4,s0.663827223212782425,s-0.097261812985925539,s114.391429240871445927
012_5,s0.338613929667388958,s0.705931577980121738,s296.057632622142762102
012_6,s-0.342757943316400693,s-0.281923645462524852,s296.901446487127316232
012_7,s0.727661039221734640,s0.229151919193276654,s340.358513039601746186
012_8,s0.736640980759970199,s-0.844228048929969388,s336.370622269343641619
012_9,s-0.218938696918781400,s-0.695623133175834130,s115.976231840885887436
013_0,s0.320747142021083564,s-0.769888748796128786,s250.310343091297454521
013_1,s-0.763210359459082222,s0.287523780916352667,s154.358081096288543677
013_10,s-0.423809298921353383,s0.364165331890778710,s336.986673577184888018
013_11,s-0.895818025723361222,s0.774069153061786475,s291.148330577858473589
013_12,s0.047173290390666922,s0.766656220934893939,s294.664263365687588703
013_2,s-0.036365125839633292,s-0.439049343813127491,s295.359722006726201471
013_3,s-0.233222539277675278,s-0.059819444976630713,s109.453224956961719272
013_4,s0.769859448996817131,s-0.322339315022447837,s203.629377730656557333
013_5,s0.877463264276354682,s0.736092931252467220,s114.664263365395029837
013_6,s-0.108289190177557906,s-0.777295065571302235,s113.744704017416538022
013_7,s-0.080551647773745599,s0.152343886916057547,s285.723971042530081377
013_8,s0.877041969869240101,s0.169699561703514384,s108.575913224208989050
013_9,s-0.896137310307263513,s-0.689524081398732114,s293.744704017416381703
014_0,s-0.816617868373923694,s0.405207964159420453,s156.370622269344664801
014_1,s-0.878726901739330546,s-1.080028107068880638,s243.472974544095961846
014_10,s0.239486196863022499,s-1.079375793171650777,s243.421909027042602247
014_11,s-0.070598914414911312,s-0.100361949930420538,s289.686968976919160923
014_12,s0.816626626038516878,s-1.005387710995730988,s336.370622109814007672
014_13,s0.336756144523118306,s-0.612861320012223598,s291.130892179868055791
014_2,s-0.923715806587585231,s-0.607063371956295006,s289.406834328687182278
014_3,s-0.336864159530479712,s0.012569785543528909,s111.130892370241710410
